prompt,target,ngram,seq2seq,gpt2,t5,BLEU_ngram,ROUGE_ngram,BLEU_seq2seq,ROUGE_seq2seq,BLEU_gpt2,ROUGE_gpt2,BLEU_t5,ROUGE_t5
"thank, public Joke:",I’d like to thank the public for tolerating me.,,Thank public transport for taking me far.,Thank the public—they keep asking for the truth.,Thank the public for the public apology.,0.0,0.0,6.082317172853824,0.47058823529411764,5.61480827173619,0.4210526315789474,17.20339087300932,0.47058823529411764
"things, army Joke:",Things got worse when the army of meetings invaded my calendar. ​,,Things got worse when the army marched—but the infantry moved better.,Things don’t matter to me unless my army thinks I'm a hero. ​,Things make a difference with the army.,0.0,0.0,39.89486553351906,0.5217391304347826,7.141816289329644,0.16,7.030417713400723,0.33333333333333326
"think, systems Joke:",I think systems are complicated… mostly my brain agrees.,,I think systems are fun; they’re all just administrative tasks.,"I think systems are cool, but my brain thinks them boring. ​",Think systems are unpredictable—just like my family.,0.0,0.0,22.416933501922287,0.39999999999999997,21.97281387499715,0.6,10.229197414177778,0.47058823529411764
"hello, often Joke:","I say hello too often. My friend asked, To whom? I said, To people. He replied, How often do they say it back? Almost never, but I keep the tradition alive.",,"Hello, often times I ask for patience when everyone says ‘hey, wait’ but you’re not coming. ​",Hello often—my inbox says 'hi.',"Hello, often I get tired of my work.",0.0,0.0,1.1023565359915672,0.20833333333333331,0.05888394700380495,0.2162162162162162,0.29544655104090206,0.15384615384615383
"maybe, international Joke:",Maybe international travel… mostly in my imagination.,,Maybe you’ll come see international events—and snack on my fancy napkins.,Maybe the international holiday is a time to snack—literally.,"Maybe international? He asked, What? He replied, For dinner.",0.0,0.0,4.789232204309912,0.3,5.522397783539471,0.23529411764705882,6.285596338261262,0.25
"going, duke Joke:",I told my friend I was going to Duke… he thought I meant the royal family and asked if I packed a crown.,,"Where's your Duke? He asked, How did you go there? I replied, I left you wondering.","I’m going to Duke. He asked, What? I replied, To live.","Going to the Duke isn't going. We're here. My friend listened, He said, You're going to be right.",0.0,0.0,2.226430210797539,0.19999999999999998,3.7303716847300374,0.4,3.9649497145198485,0.1818181818181818
"work, broke Joke:",Work broke—everything. The system is working as intended. Intentionally destructive.,,Work broke for me when I broke free from stress.,Work broke—my laptop broke… my sanity killed me.,"I work, broken things—not something you can.",0.0,0.0,3.7159390072518104,0.1904761904761905,3.6353588668522963,0.19999999999999998,3.056960239296902,0.10526315789473685
"else, station Joke:",Anywhere else but the station—I don’t trust its timing.,,You’re here—maintenance station. Station is chaos. Very efficient.,Another station—this time it's located right next to a coffee table.,That’s more than a station—a good place.,0.0,0.0,3.7477767366779213,0.09523809523809525,3.3864985683445354,0.16666666666666669,4.300847718252331,0.09999999999999999
"need, russian Joke:",We need Russian. To understand confusion better. They've perfected it into an art form.,,"I need Russian lessons, not Persian lessons.",I need Russia… mostly for laughs.,"I need russian. I said, It's the Russian thing. He said, There's a lot of that.",0.0,0.0,4.338332464551785,0.18181818181818182,1.8716386091619874,0.09523809523809522,2.7156804039319287,0.1818181818181818
"take, guilty Joke:",Take me guilty—I ate the whole cake.,,Take responsibility and leave. We're living in a perfect world. Except maybe the delusion.,Take responsibility for the error; regret for the mistake. ​,I take the guilty thing—my responsibilities are endless.,0.0,0.0,3.009804384352828,0.1739130434782609,4.456882760699063,0.23529411764705882,5.669791110976001,0.23529411764705882
"think, bridge Joke:",I think the bridge is supportive—it always helps me get over things.,,I think the bridge is a span—my legs hate it.,I think this bridge should be made of chocolate.,Think bridge was a joke—I was told that we couldn’t think of it.,0.0,0.0,30.615876303600437,0.4999999999999999,7.39343948260436,0.27272727272727276,3.737437943747671,0.21428571428571427
"right, affairs Joke:","You’re right, current affairs move so fast that yesterday’s panic is today’s warm‑up. ​",,"You’re right, affairs are important… mostly for snack breaks.","You're right, affairs are routine—they always involve chocolate and coffee.",You’re right—the affairs of the world aren’t in danger.,0.0,0.0,10.06131214776086,0.29629629629629634,5.771298850643905,0.27586206896551724,3.0307561627463224,0.27586206896551724
"know, references Joke:",I know you love references—you speak in memes more than words.,,"I know references are important, but is their existence important?",I know references—they're mine.,I know references are pretty useful—and my life's very own.,0.0,0.0,6.772997136689072,0.2727272727272727,5.830425236335824,0.3333333333333333,7.574347133041985,0.25
"right, biography Joke:","You’re right, his biography is long—like my list of problems.",,"You’re right, biography is easy—it just leaves you with something.","You’re right, biography is easy. The one thing I really needed was a biography of my life and not a history of failure. ​","You're right, biography is a pretty old one—that's a pretty simple thing.",0.0,0.0,16.59038701421971,0.4166666666666667,7.305891545072536,0.38888888888888895,8.493098745313148,0.3703703703703704
"know, debuted Joke:",I know debuted snacks—they vanish fast.,,You know I launched when I tried to be a fashion icon.,I know debuted… my sanity wasn’t ready.,I know the debuted in NYC—it's my favorite spot of the day.,0.0,0.0,4.065425428798724,0.10526315789473685,12.22307556087252,0.39999999999999997,7.347053125977879,0.2857142857142857
"want, written Joke:",What do you want written? The truth. It's not available. Honesty's out of stock.,,I want to finish reading this… if only it’s not the author's fault.,I want written instructions… mostly for my homework.,I want written music—that’s what it’s written.,0.0,0.0,2.8085997490043626,0.3225806451612903,3.8821104586931203,0.16666666666666666,3.501969780574535,0.3076923076923077
"right, references Joke:","You’re right, references matter; that’s why I list my naps under ""professional breaks."" ​",,"You’re right, references are a specialty—they’re the only thing people miss right now.","You’re right, references work—they're the real deal.","You’re right, references seem to be boring.",0.0,0.0,13.32393417845378,0.2580645161290323,10.389279799061466,0.32,10.389279799061466,0.3478260869565218
"shall, really Joke:",Shall we really finish this project? Snack first.,,I shall really do my homework—I’m really thorough.,Shall we really judge ourselves? It really is the only true answer.,You shall really like the eponymous feeling of laughter.,0.0,0.0,5.0735520042259505,0.22222222222222224,12.011055432195764,0.3,4.990049701936832,0.23529411764705882
"right, athletic Joke:","You’re right, athletic skills needed… to reach the top shelf.",,"You’re right, athletic success should include snacks… mostly for existential dread.","You’re right, athletic performance is the specialty.","You're right, athletic... but you're incredibly athletic.",0.0,0.0,20.44800736021839,0.34782608695652173,23.668206578270116,0.5263157894736842,13.545994273378144,0.39999999999999997
"thank, church Joke:",Thank you for coming to church—your phone disagrees.,,Thank the church for teaching me how to drink with honor.,Thank church for inviting me to the service. It's a failure in service. Very disappointing.,Thank the church for a nice church—and the rest is like the rest of us.,0.0,0.0,4.789232204309912,0.3,3.0372940354383413,0.24000000000000005,3.21858262703621,0.24000000000000005
"know, properties Joke:",I know properties… mostly of snacks and coffee mugs.,,I know properties. They're catalogued at random. Still don’t answer.,"I know properties. He asked, Why? I replied, They don't matter.","I know properties are really properties, but my imagination's a lot like this.",0.0,0.0,6.837203339116283,0.28571428571428575,5.412989186545263,0.28571428571428575,5.816635421147513,0.2608695652173913
"know, published Joke:",I know my book got published because even my dog refuses to read it.,,I know published results are bad—some of my anxiety died before they arrived.,I know about this publication… mostly because I had to.,I know published documents like this—like the one I've heard.,0.0,0.0,6.649479326478728,0.2857142857142857,6.551842408522355,0.3333333333333333,6.196349981371174,0.23076923076923075
"thank, party Joke:","I thank the party host for inviting me; my social battery, however, files a complaint. ​",,"Thank party for having people to help. We're supposed to be independent, but we're not.",Thank party members for the food… for failing us all.,"Thank you for your party—my brain says, Why not? He said, Why? He replied, Because the party is a great party.",0.0,0.0,2.7178901196360052,0.18750000000000003,2.338604925845441,0.24,3.796469564911484,0.21621621621621623
"tell, appointed Joke:","They tell me I was appointed, which is just surprise volunteering. ​",,"Tell someone appointed to be your manager. He said, The system has responsibilities. You replied, My manager was appointed.","Tell me you appointed me as a professor? He asked, Exactly—it'll be the start of the end for me.",Tell me I appointed me for my needs.,0.0,0.0,3.7419436034576044,0.19999999999999998,2.4426633221059637,0.18749999999999997,6.506124089578341,0.4210526315789474
"anything, birthplace Joke:",Did anything birthplace? We all came from somewhere. It was probably terrible.,,I’ll do anything to survive this place. My birthplace said 'follow destination.',"Anything birthplace related? He asked, Mostly birthplace related. I replied, Even birthplace related.",I’m something new—the birthplace is my biggest nightmare.,0.0,0.0,3.716499092256817,0.16,3.0372940354383413,0.16,2.910967817713898,0.0909090909090909
"know, auto Joke:",I know auto-correct hates me; we’re in a toxic relationship.,,I know that auto is fun when everything feels like an adventure.,I know auto—it's just me. I forget how to use it.,I know auto is a misunderstanding—I guess the time comes from it.,0.0,0.0,6.837203339116283,0.25,7.347053125977879,0.32,7.347053125977879,0.32
"good, online Joke:",A good online meeting ends before everyone forgets why it started. ​,,"That's good online. I asked, What? He said, There's too much stuff online.","That's good internet. He asked, What's the internet doing? I replied, Sharing information.",You’re good online... but the internet is not good.,0.0,0.0,4.753622060013117,0.15384615384615383,2.5540496664715904,0.07692307692307691,6.837203339116283,0.1904761904761905
"work, whoo Joke:","Get to work! Whoo! I asked, That doesn't make sense. He said, Neither does your work ethic.",,Work—whoo! What are you doing here?,"Work—whoo! I asked, What do you work on? He replied, Nothing.","Work—whoo? I said, Oh, he said, And he's always looking for a way.",0.0,0.0,0.846887128999202,0.16,11.755356818076443,0.33333333333333337,4.09118841791307,0.303030303030303
"think, park Joke:",I think going to the park counts as exercise—right?,,"I think Park’s a park, not my snack survival skills.",I think the park is beautiful—but my GPS disagrees.,Think about the park—this one is the park narrator.,0.0,0.0,7.495553473355845,0.28571428571428564,11.868405219520975,0.4000000000000001,8.392229812593097,0.3
"hello, supposed Joke:","Hello, you're supposed to be working, yet here we chat. ​",,"Hello, supposed to be productive today. I said, Yes, that's called procrastination. He replied, I'm supposed to be productive in my office.","Hello, supposed to be safe, but it actually is. ​","Hello, supposed to be my snack—that's my whole morning.",0.0,0.0,6.551247989407595,0.2285714285714286,16.1805547365076,0.39999999999999997,13.977689291213357,0.36363636363636365
"knew, county Joke:",Knew county existed… mostly for their bakeries.,,I knew the county wasn’t a place; people were confused just looking at trees.,I know the county is haunted by ghost stories… mostly my friend's.,I knew the county was crowded—that's just a few miles away from the quai.,0.0,0.0,2.908317710573757,0.18181818181818182,4.065425428798724,0.2,3.1251907639724417,0.17391304347826086
"know, ranks Joke:",I know the ranks—chief procrastinator is mine.,,You know the ranks are important when you see them on a billboard. ​,"I know my ranks. I asked, Why? He replied, Because they're confused.",I know I’m behind the ranks... mostly because I can’t help.,0.0,0.0,5.816635421147513,0.2857142857142857,5.061867434834413,0.2857142857142857,6.250381527944883,0.380952380952381
"open, thank Joke:","I open my inbox, thank the one useful email, and delete the other thirty invitations to ""subscribe now."" ​",,Open the fridge and thank the chocolate. It’s the only thing you’ll find.,"Open your mind, thank me later, and then pretend the person who asked for a snack asked for a 'thank you.' ​","Open the doors—thanks for the affluence, and I forgot to admit.",0.0,0.0,3.6270817313186368,0.2424242424242424,4.699443186217678,0.20512820512820512,3.62570734315499,0.33333333333333337
"know, cheers Joke:",I know cheers. It's when people pretend things are good. Collective delusion protocol.,,"I know cheers—especially the loud ones. He asked, How do you know? I replied, That my mood is exaggerating.","I know cheers. I asked, What do they mean? He replied, They're confused.",I know cheers are a good thing. They're like me... not a bad person.,0.0,0.0,3.7419436034576044,0.1764705882352941,14.216645907653843,0.21428571428571427,9.629943614188138,0.3448275862068965
"guess, young Joke:",I guess we’re still young—our sleep schedule just disagrees.,,I guess it’s just a guess—younger characters are definitely more resilient.,Guess what's young—it’s the one thing I forgot about.,I guess it’s young... I’m just a guess.,0.0,0.0,8.054496384843702,0.24999999999999994,4.990049701936832,0.17391304347826086,8.054496384843702,0.380952380952381
"thanks, left Joke:","Thanks for the directions—you said left, but life took me right anyway.",,"Thanks, the left side, for the chocolate—that's the only thing missing from my mind.","Thanks for leaving. He asked, Why? I replied, Because you're still here.","Thank you, you left a job. My job isn't free to be a human.",0.0,0.0,6.019608768705656,0.20689655172413793,5.439330544349821,0.23076923076923078,3.009804384352828,0.21428571428571427
"mean, thomas Joke:",I didn’t mean to offend Thomas—he took it personally anyway.,,"Mean Thomas, he’s the guy at the back that ignores people. ​","Mean Thomas is a friend, but my brain disagrees.",You mean thomas—that's all that's it.,0.0,0.0,2.8398387225677895,0.25,3.7477767366779213,0.1904761904761905,4.880869806051147,0.28571428571428575
"tried, thank Joke:","I tried, thank you very much—failure still happened.",,"Finally, a thank you for not thanking me like I did.","I tried to thank the waiter for calling—but the waiter said, Thank you for nothing.","I tried to thank you for sharing my stuff with my wife—my friend asked, Why?",0.0,0.0,7.768562846380176,0.19999999999999998,6.019608768705656,0.32,6.839596061560946,0.32
"tonight, power Joke:","Tonight, power nap is mandatory.",,"Tonight, power nap is the only option for survival.","Tonight, power is my responsibility—me, mine.",Tonight’s power—I can’t do it without it.,0.0,0.0,36.72056269893591,0.5714285714285714,20.164945583740657,0.5,5.522397783539471,0.26666666666666666
"tell, produced Joke:",Tell produced results… or at least chaos.,,"They tell you produced something, but you’re not proud of it.",Tell me produced snacks. They were produced with cruelty.,"Tell me I produced them... I said, It's the most productive of the days.",0.0,0.0,3.673526562988939,0.2105263157894737,4.9323515694897075,0.25,2.6643211213888947,0.18181818181818182
"really, trial Joke:","Is this really a fair trial? The judge said, Yes. I asked, Why is the jury all my ex-partners? He replied, That's revenge, not a trial.",,"The trial itself is really a roller coaster. It's probably mentally exhausting, mostly physically.","Really, trial? Trial is a real option. You're still stuck. In a real trial, you're free to argue—finally justice is mandatory.","I really tried to make a trial—that's what I wanted, because if we're not too sure of the trial.",0.0,0.0,2.379624701335448,0.18604651162790697,3.2026578709945426,0.1923076923076923,2.7658726884112794,0.28
"remember, september Joke:",Remember September? We tried to. It left anyway. Seasonal abandonment.,,Remember September? It was winter and chaos. We got the hang of it.,Remember September? It was basically the worst month ever.,"I remember the year I moved. Then a new month. I asked, When? I replied, I replied, How do I forget it? I replied, I'm still waiting.",0.0,0.0,11.251329738544614,0.34782608695652173,12.067498571385652,0.3157894736842105,1.4500372328365223,0.10526315789473682
"please, eastern Joke:","Please, the Eastern timezone has enough stress without your emails. ​",,Please don’t judge me by my plants; I prefer not irrelevance.,Please don’t tell the eastern side about the sun… my advice: Keep calm and avoid sunburn.,"Please, eastern. No, only to think we could find ourselves.",0.0,0.0,3.673526562988939,0.0909090909090909,2.8265205879007453,0.22222222222222224,6.285596338261262,0.20000000000000004
"shut, thank Joke:","Shut the laptop, thank yourself for surviving the day, then remember tomorrow’s emails. ​",,I shut the door… thank the guards… for restraining me.,I shut the door… thank you.,"Shut down and thank you. I asked, What do you want? He replied, Then forgive it.",0.0,0.0,3.248091933669413,0.3333333333333333,2.0713086089726285,0.3,2.7156804039319287,0.19999999999999998
"think, agency Joke:",I think the agency of procrastination is thriving here.,,I think I've worked in a career I was previously unsure of. ​,I think it's the agency of the procrastinator.,I think agency needs more effort—there’s no agency.,0.0,0.0,6.754312828675707,0.27272727272727276,20.90067144241745,0.6666666666666666,10.147104008451905,0.3157894736842105
"looks, died Joke:","He looks like he died inside, but that’s just finals week energy.",,Look at that looking like you died. The smile betrayed.,It looks like I’m dying… mostly because my sleep schedule demands it.,Looks dead—she died when she's gone.,0.0,0.0,3.7726698069117846,0.2608695652173913,6.330984178784958,0.23076923076923078,2.8730831956184355,0.2857142857142857
"give, became Joke:","I gave up, and it became my personality.",,"I asked, What became of the snack? He replied, Nothing.",Give me one more chance—my life is literally broken.,Give me something—not until I walked.,0.0,0.0,4.016138436407654,0.22222222222222224,4.196114906296549,0.11111111111111112,5.08764122072739,0.13333333333333333
"right, municipality Joke:","You’re right, the municipality knows me… for paying taxes late.",,"You’re right, this municipality does live up to expectations… like my coffee mug.","You’re right, it’s a municipality, but I’m sure my snacks look better if I just left the city. ​",You’re right—the municipality has its own restaurant.,0.0,0.0,11.114924776032012,0.32,7.645949399477267,0.25,4.408194605881708,0.5
"want, disease Joke:","What do you want—a disease? I said, No. He replied, Good, because you've got one anyway.",,I want a disease like this to stop—and my body refuses to cooperate.,"What do you want? Nothing at all. He asked, What? I replied, To die alone.",I want the disease. It is really the problem.,0.0,0.0,2.110598936713726,0.1875,11.215887247912582,0.3636363636363636,1.9498186811486276,0.14814814814814814
"word1, word2 Joke:",joke,,What do you mean word2? Same as word1. Very poetic.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"come, described Joke:",Come described perfectly… except for my clumsiness.,,"I came across this described book. He asked, What? I replied, To vanish mysteriously.",Come see what I’m talking about. I told you I wasn’t—I wasn’t talking about a good idea.,Come see what you described—that’s the end.,0.0,0.0,2.4074859035470344,0.09523809523809523,2.4074859035470344,0.07142857142857142,6.567274736060395,0.25
"back, television Joke:","I went back to the television, but it still wouldn’t explain the plot.",,"I tried to ‘snore’ while watching television, but my memory still works the same way. ​",Back television—we're back with laughs.,"Back to television—my responsibilities, no disrespect.",0.0,0.0,10.21619866588636,0.4137931034482759,2.153749340017052,0.19047619047619047,3.0297048914466935,0.2857142857142857
"think, personnel Joke:","What do you think about the personnel? I think they're people. He said, That's a start.",,What do you think about personnel matters? I think it matters. People always judge. Socially based.,I think we all think in circles—mostly in private.,Think personal things are not your fault.,0.0,0.0,25.958657290343428,0.5294117647058824,3.671473391532488,0.14285714285714285,1.2322135018444962,0.08
"know, columbia Joke:","I know Columbia is a country, but my friend still thinks it's a jacket.",,"I know Columbia sounds intimidating, but I’m actually really proud of myself.",I know the columbia is cold—my toes freeze to death.,I know columbia is a world of zombies. But it's not my family’s life.,0.0,0.0,12.060275498773779,0.28571428571428575,5.6578916063256015,0.3846153846153846,7.955891555490761,0.5161290322580646
"come, brad Joke:",Come meet Brad. He's been here forever. Brad is a metaphor for stagnation.,,"Come on, Brad! He's coming at you like this. You're not ready yet—calm down and watch your heart rate explode.","Come on, Brad, come on in the morning. We're both tired and emotionally confused.",Come watch our brads; we're already arguing.,0.0,0.0,2.352622489487909,0.2162162162162162,3.0372940354383413,0.1379310344827586,2.6048484532717215,0.18181818181818182
"want, defeated Joke:","I don’t want to feel defeated by a spreadsheet, yet here we are. ​",,What are you looking at? No answer. I'm tired of suffering.,I want to be defeated—until everyone knows I’m an insurrectionist. ​,I want defeated... so it's easy.,0.0,0.0,2.9275822595890535,0.07692307692307691,7.257024107490348,0.30769230769230765,3.2567594431760947,0.2857142857142857
"know, races Joke:","I know they have races, but I only run from responsibilities.",,I know races exist… mostly for dramatic laughs.,"You know races are confusing when your friend spots them and asks, Why did they spot you? The answer: They don't understand.",I know races... because they’re all racing.,0.0,0.0,7.270717733704594,0.3157894736842105,2.1601524349994397,0.1176470588235294,7.431878014503621,0.4210526315789474
"school, dinner Joke:","I went to school for dinner. He asked, Why? I replied, Because learning to be hungry was the curriculum.",,"School dinners are where my brain works, mostly after I procrastinated. ​",School dinner was a party of fantasy—everyone ate it together.,"School and dinner are a favorite—my friend said, ""I'm not so hungry.",0.0,0.0,1.8296315734733615,0.19999999999999998,1.512853623557488,0.19999999999999998,2.0396579473634278,0.24242424242424243
"world, sighs Joke:","When the world sighs, it’s usually because someone just asked it to load one more update.",,The world sighs because it’s cold.,The world sighs—until you’re a sighing genius. ​,I know the world is just waiting for me. Is it my sigh?,0.0,0.0,3.431131994523984,0.4166666666666667,2.0857995854646623,0.23076923076923078,5.4109701071446015,0.26666666666666666
"guys, doctor Joke:","Guys, the doctor said I need rest—so I’m ignoring that.",,Guys—it’s the doctor's job to make everyone smile.,"Guys, doctors said the doctor wanted my patience; I said, What do you mean? He replied, Very confused.",They're actually the doctor—that's a joke.,0.0,0.0,4.062582855427254,0.2608695652173913,5.118164602105636,0.26666666666666666,3.823246852690463,0.28571428571428575
"good, graduated Joke:",Good news: I graduated. Bad news: adulthood mailed the bill.,,That's good—I graduated. That's progress. Honesty meets regret. Very thorough.,"That's good, graduated. I said, I didn't—my GPA was good. He replied, That's academic.",Good graduated—it was college again.,0.0,0.0,6.285596338261262,0.2608695652173913,4.553719184146073,0.14285714285714285,2.544354209531657,0.25
"anything, county Joke:",I’d do anything for the county fair—mostly eat fried nonsense.,,"I’d do anything to help, county clerk.",Something about the county fair reminded me of my childhood.,Anything in this county isn't for me. The map is for everyone else.,0.0,0.0,16.14682615668325,0.5,8.29519350710986,0.2727272727272727,3.4585921141027356,0.23076923076923075
"right, lamp Joke:","You’re right, the lamp looks suspicious—like it knows my secrets.",,"You’re right, that lamp shines bright—it’s the only light you really need in your life.","You’re right, my lamp is brilliant—it shines in spite of my problems.","You’re right, the lamp sounds like something else.",0.0,0.0,10.123734869668828,0.33333333333333337,12.571192676522521,0.4615384615384615,33.66077357806371,0.5714285714285715
"born, anything Joke:",I was born to do anything… except work on Mondays.,,I was born… whatever the hell I needed.,I was born with anything… like my sanity.,"Born, anything was okay—that's not the name of an omission.",0.0,0.0,8.449917822620138,0.33333333333333326,16.14682615668325,0.4444444444444445,4.02724819242185,0.1818181818181818
"bring, town Joke:",Bring this to town—everyone talks. Small town telephone system uses gossip as infrastructure.,,Bring town snacks. They're expensive—they're just snacks.,Bring the town to life—it’s full of snacks.,"Bring your town to a stop-over. A small town. My friend asked, What's it? He replied, I'm not there.",0.0,0.0,3.461743640369311,0.16666666666666666,3.461743640369311,0.16666666666666666,2.252278368576829,0.2222222222222222
"wanted, district Joke:",Wanted district officials—mostly for cookie raids.,,I wanted a district meeting—it was the only meeting I had.,"I wanted to visit the district, but the WiFi told me my Wi-Fi was blocked.",I wanted the district... but this was a really old street for me.,0.0,0.0,4.02724819242185,0.2105263157894737,2.719665272174911,0.17391304347826086,3.009804384352828,0.3
"name, bloody Joke:",Name the bloody thing. It's life. Sanguine by definition. Very literal.,,"Name my bloody dog. I asked, Like why? He replied, Because he knows my dog is dangerous.",Name it bloody—my stomach wants me to thank my conscience instead.,I liked the name—bloody but not bloody.,0.0,0.0,2.4426633221059637,0.13793103448275862,3.1364240458810366,0.16666666666666666,3.0297048914466935,0.2
"please, largest Joke:",Please pick the largest option—my hunger has ambitions.,,"Please don’t make this big mistake. He asked, Biggest mistake of your career? I replied, Everything.",Please don’t judge my size—mine is tiny.,"Please make it the largest. I asked, How? I replied, Why? He replied, Why? He replied, I said, What are you? I replied, So it's our biggest.",0.0,0.0,2.159701133933343,0.07692307692307691,5.795599612995366,0.2222222222222222,2.243388007668207,0.16216216216216214
"make, joined Joke:",Make a typo and suddenly everyone joined the roast. ​,,I made the mistake of joining the meeting… which made me suspicious of everyone.,"Make it joined—I said, I want to make it right. He said, No, I said, Not really.",Make your last effort—and have them joined for dinner.,0.0,0.0,3.4585921141027356,0.17391304347826086,1.958224832501124,0.14814814814814814,4.996872151825361,0.3157894736842105
"want, constructed Joke:",I want a life constructed with fewer stairs and more naps.,,"I want to be built, but the structure refuses to: stairs and ceiling.",I want to build something—and everything looks so realistic it's like the plot had to be shot.,I want to be constructed—without rewriting myself.,0.0,0.0,7.3140318268287645,0.33333333333333337,4.753622060013117,0.19999999999999998,7.413670083653376,0.3157894736842105
"think, platform Joke:",What do you think of the platform? I think it's unstable. He nodded—it collapsed.,,Think platform like a snack machine. Then repeat.,"What do you think about platform? He said, I think they're useful, but maybe they'll help.",Think platform for discussion... but it's also a nightmare.,0.0,0.0,2.742341580995955,0.16666666666666666,17.12473044894657,0.411764705882353,3.211527255344238,0.3076923076923077
"love, lieutenant Joke:",I love calling him lieutenant—makes losing to him feel official.,,"I love lieutenant. He asked, Was it? I replied, Very carefully.",Love the lieutenant… mostly for the cookies and snacks.,Love the lieutenant—but we just need more space.,0.0,0.0,5.412989186545263,0.2727272727272727,3.7968017775955714,0.19999999999999998,3.817681337429047,0.19999999999999998
"stop, history Joke:",Stop rewriting history—mine already blames the cat.,,Stop thinking about history. It's history. Contextually confused. It exists in spite of you. It's never gone wrong.,Stop pretending history is real; we're just ignoring it.,"Stop history, but the memories fail.",0.0,0.0,1.958224832501124,0.14285714285714288,4.456882760699063,0.22222222222222224,7.267884212102741,0.42857142857142855
"come, principal Joke:","Come see the principal. I asked, Why? He replied, So you can explain yourself.",,People come for the principal and leave unappreciated. ​,Come to Principal—my problem is homework.,Come visit principal—but I can’t afford to go back to school.,0.0,0.0,3.7760275051848216,0.2727272727272727,1.4064939156282428,0.19047619047619047,2.4870972210467115,0.29629629629629634
"back, specific Joke:",I’m back with a specific plan: eat and repeat.,,I’m back when I’m specific—and procrastination is just that.,"Back in your specific area, we’ll help you. ​","I was back to specific things, but I didn’t know it was.",0.0,0.0,8.403703759902122,0.45454545454545453,4.456882760699063,0.2105263157894737,3.737437943747671,0.2608695652173913
"never, coast Joke:",Never coast on snacks—steal before gone.,,Never coast—my life doesn’t require an emergency brake.,Never coast in this life. We just eat the waves.,Never come out with a coast. The cheapest way to make one. No.,0.0,0.0,5.669791110976001,0.23529411764705882,7.495553473355845,0.23529411764705882,3.21858262703621,0.2
"night, county Joke:",Night in the county: perfect for snack raids.,,Night county is quiet as we head north. Everything is quiet except the traffic.,"Night, county's asleep—my snacks and caffeine will stay.","Nights, county roads—that's just the end of the day.",0.0,0.0,3.4585921141027365,0.18181818181818182,4.990049701936832,0.33333333333333326,4.9323515694897075,0.2105263157894737
"want, weapon Joke:","What weapon do you want? I said, None. He replied, That's smart—you'd only hurt yourself.",,"I want a weapon with real-world accuracy. My friend asked, What about my weapon? I replied, It has no name.","What do you want? The weapon. He said, What do you want? I replied, Nothing else.",I want the weapon... so I'm able to tell you a few things.,0.0,0.0,5.356850921756574,0.20512820512820512,24.05680447798905,0.411764705882353,3.0002370282584896,0.1875
"sure, stage Joke:",Are you sure you want the stage? It's where expectations go to perform badly.,,"Are you sure about this stage? He said, Yes. I replied, Why? He replied, Because it has already finished.","Sure, this stage is definitely exciting—until everyone starts plotting how to steal my stage.","Sure, stage was a stage—that's the stage's right to lose.",0.0,0.0,7.076972675308512,0.29411764705882354,3.21858262703621,0.20000000000000004,3.4316348279963793,0.3571428571428571
"think, population Joke:","I think the population is exploding because even my ""secret spot"" now has a waiting line. ​",,You think population growth matters? People think so. They ignore me.,I think the population is small—I don’t know why.,Think about the population—not all the rest of them.,0.0,0.0,2.4347130516557893,0.14814814814814814,15.12476052321571,0.3703703703703703,1.8357366957662442,0.23076923076923075
"look, federal Joke:","When you look at federal forms, you realize confusion is a shared national value. ​",,"Look, federal holidays are really cool when you’re wearing a jacket and fancy shoes. ​",Look federal government policy is sketchy.,"Look at federal rules; we’re talking about everything, but the facts.",0.0,0.0,5.751391809950023,0.2758620689655172,2.0713086089726285,0.3,5.451525752850335,0.23076923076923075
"keep, center Joke:",Keep the center of your life simple; everything else will find drama.,,"Keep your center point. My group of friends asked, What? I replied, The center.",Keep the center table. It's the center of chaos.,Keep center-of-the-scoop... especially the sloppy computer.,0.0,0.0,3.0272532566104675,0.23076923076923075,15.881721271141991,0.3636363636363636,3.701773936489291,0.28571428571428575
"thank, japan Joke:","Thank Japan for teaching us that the best things come in small, fragmented pieces.",,Thank Japan for importing snacks!,Thank Japan for being great—for helping me relax and my panic attack.,Thank Japan for the Japanese and my comments.,0.0,0.0,5.706640995743375,0.3157894736842105,9.809884033350569,0.22222222222222224,9.264296741449671,0.36363636363636365
"keep, september Joke:",Keep your September—I'll take endless summer and no syllabus. ​,,Keep September calm—it’s eternal.,Keep September short—summer's here. Very cold.,"Keep september, and your mind is at the end of the year.",0.0,0.0,3.8261660656802645,0.23529411764705885,4.513617516969122,0.3157894736842105,4.016138436407654,0.2608695652173913
"Sri Lanka President, Prime Minister To Resign Amid Civil Unrest Joke:",The president and PM are resigning—because chaos requires leadership change.,,The President resigned after a civil war—that's the irony of democracy.,He's resigning—because he's running for office like he's an island.,The prime minister said he would step down after civil turmoil—and that's not going to be a dictator's reaction.,0.0,0.0,4.02724819242185,0.24999999999999994,4.456882760699063,0.16,2.276859592073037,0.12121212121212123
